2025-09-25T04:28:23.982814Z	FocusIn	name_edit
2025-09-25T04:28:23.990668Z	FocusIn	name_edit
2025-09-25T04:28:30.656874Z	FocusOut	name_edit
2025-09-25T04:28:30.659380Z	FocusIn	description_edit
2025-09-25T04:28:58.774851Z	FocusOut	description_edit
2025-09-25T04:28:58.776786Z	FocusIn	command_edit
2025-09-25T04:28:58.778973Z	MouseButtonPress	qt_scrollarea_viewport
2025-09-25T04:29:12.075958Z	FocusOut	command_edit
2025-09-25T04:29:12.085125Z	FocusIn	tags_edit
2025-09-25T04:29:12.085902Z	MouseButtonPress	tags_edit
2025-09-25T04:29:32.411481Z	FocusOut	tags_edit
2025-09-25T04:50:25.249495Z	FocusIn	name_edit
2025-09-25T04:50:25.264459Z	FocusIn	name_edit
2025-09-25T04:50:36.861505Z	FocusOut	name_edit
2025-09-25T04:50:36.863986Z	FocusIn	tags_edit
2025-09-25T04:50:36.865443Z	MouseButtonPress	tags_edit
2025-09-25T04:50:45.962502Z	FocusOut	tags_edit
2025-09-25T04:50:57.866380Z	FocusIn	name_edit
2025-09-25T04:50:57.882319Z	FocusIn	name_edit
2025-09-25T04:50:59.227680Z	FocusOut	name_edit
2025-09-25T04:50:59.230608Z	FocusIn	tags_edit
2025-09-25T04:50:59.231253Z	MouseButtonPress	tags_edit
2025-09-25T04:51:05.977250Z	FocusOut	tags_edit
2025-09-25T04:51:14.945865Z	FocusIn	name_edit
2025-09-25T04:51:14.960176Z	FocusIn	name_edit
2025-09-25T04:51:17.599357Z	FocusOut	name_edit
2025-09-25T04:51:17.600552Z	FocusIn	tags_edit
2025-09-25T04:51:17.601155Z	MouseButtonPress	tags_edit
2025-09-25T04:51:21.642819Z	FocusOut	tags_edit
2025-09-25T04:51:51.894267Z	FocusIn	name_edit
2025-09-25T04:51:51.909610Z	FocusIn	name_edit
2025-09-25T04:51:53.476615Z	FocusOut	name_edit
2025-09-25T04:51:55.704536Z	FocusIn	name_edit
2025-09-25T04:51:55.737866Z	FocusIn	name_edit
2025-09-25T04:51:57.011420Z	FocusOut	name_edit
2025-09-25T04:52:00.082764Z	FocusIn	name_edit
2025-09-25T04:52:00.094588Z	FocusIn	name_edit
2025-09-25T04:52:01.428711Z	FocusOut	name_edit
2025-09-25T04:52:01.431279Z	FocusIn	tags_edit
2025-09-25T04:52:01.432567Z	MouseButtonPress	tags_edit
2025-09-25T04:52:05.213156Z	FocusOut	tags_edit
2025-09-25T04:52:09.202697Z	FocusIn	name_edit
